Country,State,Year,Gender,Cause Of Suicide,Number Of Suicides,Percentage Share,Category,Reported_Status
India,Himachal Pradesh,2015,Female,Unemployment,0.0,,Various,Reported
India,Himachal Pradesh,2015,Male,Bankruptcy or Indebtedness,0.0,,Various,Reported
India,Himachal Pradesh,2015,Male,Causes Not Known,32.0,,Various,Reported
India,Himachal Pradesh,2015,Male,Death of Dear Person,1.0,,Various,Reported
India,Himachal Pradesh,2015,Male,Drug Abuse/Alcoholic Addiction,13.0,,Various,Reported
India,Himachal Pradesh,2015,Male,Failure in Examination,7.0,,Various,Reported
India,Himachal Pradesh,2015,Male,Fall in Social Reputation,2.0,,Various,Reported
India,Himachal Pradesh,2015,Male,Family Problems,49.0,,Various,Reported
India,Himachal Pradesh,2015,Male,Ideological Causes/Hero Worshipping,0.0,,Various,Reported
India,Himachal Pradesh,2015,Male,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Himachal Pradesh,2015,Male,Illness (AIDS/STD),0.0,,Illness,Reported
India,Himachal Pradesh,2015,Male,Illness (Cancer),1.0,,Illness,Reported
India,Himachal Pradesh,2015,Male,Illness (Insanity/Mental illness),24.0,,Illness,Reported
India,Himachal Pradesh,2015,Male,Illness (Other Prolonged Illness),22.0,,Illness,Reported
India,Himachal Pradesh,2015,Male,Illness (Paralysis),1.0,,Illness,Reported
India,Himachal Pradesh,2015,Male,Impotency/Infertility,8.0,,Various,Reported
India,Himachal Pradesh,2015,Male,Love Affairs,11.0,,Various,Reported
India,Himachal Pradesh,2015,Male,Marriage Related Issues (Divorce),0.0,,Marriage,Reported
India,Himachal Pradesh,2015,Male,Marriage Related Issues (Dowry Related Issues),0.0,,Marriage,Reported
India,Himachal Pradesh,2015,Male,Marriage Related Issues (Extra Marital affairs),1.0,,Marriage,Reported
India,Himachal Pradesh,2015,Male,Marriage Related Issues (Non-Settlement of Marriage),11.0,,Marriage,Reported
India,Himachal Pradesh,2015,Male,Marriage Related Issues (Others),6.0,,Marriage,Reported
India,Himachal Pradesh,2015,Male,Other Causes,111.0,,Various,Reported
India,Himachal Pradesh,2015,Male,"Physical Abuse (Rape, etc.)",0.0,,Various,Reported
India,Himachal Pradesh,2015,Male,Poverty,3.0,,Various,Reported
India,Himachal Pradesh,2015,Male,Professional/Career Problem,7.0,,Various,Reported
India,Himachal Pradesh,2015,Male,Property Dispute,20.0,,Various,Reported
India,Himachal Pradesh,2015,Male,Suspected/ Illicit Relation (Other than Extra Marital Affairs),7.0,,Various,Reported
India,Himachal Pradesh,2015,Male,Unemployment,10.0,,Various,Reported
India,Himachal Pradesh,2015,Transgender,Bankruptcy or Indebtedness,0.0,,Various,Reported
India,Himachal Pradesh,2015,Transgender,Causes Not Known,0.0,,Various,Reported
India,Himachal Pradesh,2015,Transgender,Death of Dear Person,0.0,,Various,Reported
India,Himachal Pradesh,2015,Transgender,Drug Abuse/Alcoholic Addiction,0.0,,Various,Reported
India,Himachal Pradesh,2015,Transgender,Failure in Examination,0.0,,Various,Reported
India,Himachal Pradesh,2015,Transgender,Fall in Social Reputation,0.0,,Various,Reported
India,Himachal Pradesh,2015,Transgender,Family Problems,0.0,,Various,Reported
India,Himachal Pradesh,2015,Transgender,Ideological Causes/Hero Worshipping,0.0,,Various,Reported
India,Himachal Pradesh,2015,Transgender,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Himachal Pradesh,2015,Transgender,Illness (AIDS/STD),0.0,,Illness,Reported
India,Himachal Pradesh,2015,Transgender,Illness (Cancer),0.0,,Illness,Reported
India,Himachal Pradesh,2015,Transgender,Illness (Insanity/Mental illness),0.0,,Illness,Reported
India,Himachal Pradesh,2015,Transgender,Illness (Other Prolonged Illness),0.0,,Illness,Reported
India,Himachal Pradesh,2015,Transgender,Illness (Paralysis),0.0,,Illness,Reported
India,Himachal Pradesh,2015,Transgender,Impotency/Infertility,0.0,,Various,Reported
India,Himachal Pradesh,2015,Transgender,Love Affairs,0.0,,Various,Reported
India,Himachal Pradesh,2015,Transgender,Marriage Related Issues (Divorce),0.0,,Marriage,Reported
India,Himachal Pradesh,2015,Transgender,Marriage Related Issues (Dowry Related Issues),0.0,,Marriage,Reported
India,Himachal Pradesh,2015,Transgender,Marriage Related Issues (Extra Marital affairs),0.0,,Marriage,Reported
India,Himachal Pradesh,2015,Transgender,Marriage Related Issues (Non-Settlement of Marriage),0.0,,Marriage,Reported
India,Himachal Pradesh,2015,Transgender,Marriage Related Issues (Others),0.0,,Marriage,Reported
India,Himachal Pradesh,2015,Transgender,Other Causes,0.0,,Various,Reported
India,Himachal Pradesh,2015,Transgender,"Physical Abuse (Rape, etc.)",0.0,,Various,Reported
India,Himachal Pradesh,2015,Transgender,Poverty,0.0,,Various,Reported
India,Himachal Pradesh,2015,Transgender,Professional/Career Problem,0.0,,Various,Reported
India,Himachal Pradesh,2015,Transgender,Property Dispute,0.0,,Various,Reported
India,Himachal Pradesh,2015,Transgender,Suspected/ Illicit Relation (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Himachal Pradesh,2015,Transgender,Unemployment,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Female,Bankruptcy or Indebtedness,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Female,Causes Not Known,27.44222383425309,,Various,Reported
India,Jammu and Kashmir,2015,Female,Death of Dear Person,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Female,Drug Abuse/Alcoholic Addiction,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Female,Failure in Examination,3.9203176906075847,,Various,Reported
India,Jammu and Kashmir,2015,Female,Fall in Social Reputation,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Female,Family Problems,31.36254152486068,,Various,Reported
India,Jammu and Kashmir,2015,Female,Ideological Causes/Hero Worshipping,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Female,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Jammu and Kashmir,2015,Female,Illness (AIDS/STD),0.0,,Illness,Reported
India,Jammu and Kashmir,2015,Female,Illness (Cancer),0.0,,Illness,Reported
India,Jammu and Kashmir,2015,Female,Illness (Insanity/Mental illness),0.0,,Illness,Reported
India,Jammu and Kashmir,2015,Female,Illness (Other Prolonged Illness),4.900397113259481,,Illness,Reported
India,Jammu and Kashmir,2015,Female,Illness (Paralysis),0.0,,Illness,Reported
India,Jammu and Kashmir,2015,Female,Impotency/Infertility,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Female,Love Affairs,29.402382679556887,,Various,Reported
India,Jammu and Kashmir,2015,Female,Marriage Related Issues (Divorce),0.0,,Marriage,Reported
India,Jammu and Kashmir,2015,Female,Marriage Related Issues (Dowry Related Issues),6.860555958563274,,Marriage,Reported
India,Jammu and Kashmir,2015,Female,Marriage Related Issues (Extra Marital affairs),0.0,,Marriage,Reported
India,Jammu and Kashmir,2015,Female,Marriage Related Issues (Non-Settlement of Marriage),9.800794226518962,,Marriage,Reported
India,Jammu and Kashmir,2015,Female,Marriage Related Issues (Others),1.9601588453037924,,Marriage,Reported
India,Jammu and Kashmir,2015,Female,Other Causes,39.203176906075846,,Various,Reported
India,Jammu and Kashmir,2015,Female,"Physical Abuse (Rape, etc.)",0.9800794226518962,,Various,Reported
India,Jammu and Kashmir,2015,Female,Poverty,2.9402382679556887,,Various,Reported
India,Jammu and Kashmir,2015,Female,Professional/Career Problem,4.900397113259481,,Various,Reported
India,Jammu and Kashmir,2015,Female,Property Dispute,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Female,Suspected/ Illicit Relation (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Jammu and Kashmir,2015,Female,Unemployment,2.9402382679556887,,Various,Reported
India,Jammu and Kashmir,2015,Male,Bankruptcy or Indebtedness,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Male,Causes Not Known,55.65433578035372,,Various,Reported
India,Jammu and Kashmir,2015,Male,Death of Dear Person,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Male,Drug Abuse/Alcoholic Addiction,0.9763918557956792,,Various,Reported
India,Jammu and Kashmir,2015,Male,Failure in Examination,1.9527837115913584,,Various,Reported
India,Jammu and Kashmir,2015,Male,Fall in Social Reputation,0.9763918557956792,,Various,Reported
India,Jammu and Kashmir,2015,Male,Family Problems,31.24453938546173,,Various,Reported
India,Jammu and Kashmir,2015,Male,Ideological Causes/Hero Worshipping,1.9527837115913584,,Various,Reported
India,Jammu and Kashmir,2015,Male,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Jammu and Kashmir,2015,Male,Illness (AIDS/STD),0.0,,Illness,Reported
India,Jammu and Kashmir,2015,Male,Illness (Cancer),0.0,,Illness,Reported
India,Jammu and Kashmir,2015,Male,Illness (Insanity/Mental illness),2.9291755673870377,,Illness,Reported
India,Jammu and Kashmir,2015,Male,Illness (Other Prolonged Illness),6.8347429905697545,,Illness,Reported
India,Jammu and Kashmir,2015,Male,Illness (Paralysis),0.0,,Illness,Reported
India,Jammu and Kashmir,2015,Male,Impotency/Infertility,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Male,Love Affairs,2.9291755673870377,,Various,Reported
India,Jammu and Kashmir,2015,Male,Marriage Related Issues (Divorce),0.0,,Marriage,Reported
India,Jammu and Kashmir,2015,Male,Marriage Related Issues (Dowry Related Issues),0.0,,Marriage,Reported
India,Jammu and Kashmir,2015,Male,Marriage Related Issues (Extra Marital affairs),1.9527837115913584,,Marriage,Reported
India,Jammu and Kashmir,2015,Male,Marriage Related Issues (Non-Settlement of Marriage),5.858351134774075,,Marriage,Reported
India,Jammu and Kashmir,2015,Male,Marriage Related Issues (Others),0.0,,Marriage,Reported
India,Jammu and Kashmir,2015,Male,Other Causes,64.44186248251482,,Various,Reported
India,Jammu and Kashmir,2015,Male,"Physical Abuse (Rape, etc.)",0.0,,Various,Reported
India,Jammu and Kashmir,2015,Male,Poverty,6.8347429905697545,,Various,Reported
India,Jammu and Kashmir,2015,Male,Professional/Career Problem,4.881959278978396,,Various,Reported
India,Jammu and Kashmir,2015,Male,Property Dispute,0.9763918557956792,,Various,Reported
India,Jammu and Kashmir,2015,Male,Suspected/ Illicit Relation (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Jammu and Kashmir,2015,Male,Unemployment,6.8347429905697545,,Various,Reported
India,Jammu and Kashmir,2015,Transgender,Bankruptcy or Indebtedness,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Transgender,Causes Not Known,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Transgender,Death of Dear Person,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Transgender,Drug Abuse/Alcoholic Addiction,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Transgender,Failure in Examination,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Transgender,Fall in Social Reputation,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Transgender,Family Problems,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Transgender,Ideological Causes/Hero Worshipping,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Transgender,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Jammu and Kashmir,2015,Transgender,Illness (AIDS/STD),0.0,,Illness,Reported
India,Jammu and Kashmir,2015,Transgender,Illness (Cancer),0.0,,Illness,Reported
India,Jammu and Kashmir,2015,Transgender,Illness (Insanity/Mental illness),0.0,,Illness,Reported
India,Jammu and Kashmir,2015,Transgender,Illness (Other Prolonged Illness),0.0,,Illness,Reported
India,Jammu and Kashmir,2015,Transgender,Illness (Paralysis),0.0,,Illness,Reported
India,Jammu and Kashmir,2015,Transgender,Impotency/Infertility,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Transgender,Love Affairs,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Transgender,Marriage Related Issues (Divorce),0.0,,Marriage,Reported
India,Jammu and Kashmir,2015,Transgender,Marriage Related Issues (Dowry Related Issues),0.0,,Marriage,Reported
India,Jammu and Kashmir,2015,Transgender,Marriage Related Issues (Extra Marital affairs),0.0,,Marriage,Reported
India,Jammu and Kashmir,2015,Transgender,Marriage Related Issues (Non-Settlement of Marriage),0.0,,Marriage,Reported
India,Jammu and Kashmir,2015,Transgender,Marriage Related Issues (Others),0.0,,Marriage,Reported
India,Jammu and Kashmir,2015,Transgender,Other Causes,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Transgender,"Physical Abuse (Rape, etc.)",0.0,,Various,Reported
India,Jammu and Kashmir,2015,Transgender,Poverty,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Transgender,Professional/Career Problem,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Transgender,Property Dispute,0.0,,Various,Reported
India,Jammu and Kashmir,2015,Transgender,Suspected/ Illicit Relation (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Jammu and Kashmir,2015,Transgender,Unemployment,0.0,,Various,Reported
India,Jharkhand,2015,Female,Bankruptcy or Indebtedness,2.0,,Various,Reported
India,Jharkhand,2015,Female,Causes Not Known,0.0,,Various,Reported
India,Jharkhand,2015,Female,Death of Dear Person,1.0,,Various,Reported
India,Jharkhand,2015,Female,Drug Abuse/Alcoholic Addiction,0.0,,Various,Reported
India,Jharkhand,2015,Female,Failure in Examination,30.0,,Various,Reported
India,Jharkhand,2015,Female,Fall in Social Reputation,4.0,,Various,Reported
India,Jharkhand,2015,Female,Family Problems,87.0,,Various,Reported
India,Jharkhand,2015,Female,Ideological Causes/Hero Worshipping,0.0,,Various,Reported
India,Jharkhand,2015,Female,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Jharkhand,2015,Female,Illness (AIDS/STD),0.0,,Illness,Reported
India,Jharkhand,2015,Female,Illness (Cancer),0.0,,Illness,Reported
India,Jharkhand,2015,Female,Illness (Insanity/Mental illness),23.0,,Illness,Reported
India,Jharkhand,2015,Female,Illness (Other Prolonged Illness),0.0,,Illness,Reported
India,Jharkhand,2015,Female,Illness (Paralysis),1.0,,Illness,Reported
India,Jharkhand,2015,Female,Impotency/Infertility,3.0,,Various,Reported
India,Jharkhand,2015,Female,Love Affairs,16.0,,Various,Reported
India,Jharkhand,2015,Female,Marriage Related Issues (Divorce),0.0,,Marriage,Reported
India,Jharkhand,2015,Female,Marriage Related Issues (Dowry Related Issues),0.0,,Marriage,Reported
India,Jharkhand,2015,Female,Marriage Related Issues (Extra Marital affairs),21.0,,Marriage,Reported
India,Jharkhand,2015,Female,Marriage Related Issues (Non-Settlement of Marriage),17.0,,Marriage,Reported
India,Jharkhand,2015,Female,Marriage Related Issues (Others),0.0,,Marriage,Reported
India,Jharkhand,2015,Female,Other Causes,2.0,,Various,Reported
India,Jharkhand,2015,Female,"Physical Abuse (Rape, etc.)",0.0,,Various,Reported
India,Jharkhand,2015,Female,Poverty,5.0,,Various,Reported
India,Jharkhand,2015,Female,Professional/Career Problem,37.0,,Various,Reported
India,Jharkhand,2015,Female,Property Dispute,7.0,,Various,Reported
India,Jharkhand,2015,Female,Suspected/ Illicit Relation (Other than Extra Marital Affairs),1.0,,Various,Reported
India,Jharkhand,2015,Female,Unemployment,11.0,,Various,Reported
India,Jharkhand,2015,Male,Bankruptcy or Indebtedness,7.0,,Various,Reported
India,Jharkhand,2015,Male,Causes Not Known,6.0,,Various,Reported
India,Jharkhand,2015,Male,Death of Dear Person,4.0,,Various,Reported
India,Jharkhand,2015,Male,Drug Abuse/Alcoholic Addiction,7.0,,Various,Reported
India,Jharkhand,2015,Male,Failure in Examination,63.0,,Various,Reported
India,Jharkhand,2015,Male,Fall in Social Reputation,3.0,,Various,Reported
India,Jharkhand,2015,Male,Family Problems,165.0,,Various,Reported
India,Jharkhand,2015,Male,Ideological Causes/Hero Worshipping,0.0,,Various,Reported
India,Jharkhand,2015,Male,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Jharkhand,2015,Male,Illness (AIDS/STD),0.0,,Illness,Reported
India,Jharkhand,2015,Male,Illness (Cancer),0.0,,Illness,Reported
India,Jharkhand,2015,Male,Illness (Insanity/Mental illness),45.0,,Illness,Reported
India,Jharkhand,2015,Male,Illness (Other Prolonged Illness),0.0,,Illness,Reported
India,Jharkhand,2015,Male,Illness (Paralysis),0.0,,Illness,Reported
India,Jharkhand,2015,Male,Impotency/Infertility,8.0,,Various,Reported
India,Jharkhand,2015,Male,Love Affairs,29.0,,Various,Reported
India,Jharkhand,2015,Male,Marriage Related Issues (Divorce),0.0,,Marriage,Reported
India,Jharkhand,2015,Male,Marriage Related Issues (Dowry Related Issues),0.0,,Marriage,Reported
India,Jharkhand,2015,Male,Marriage Related Issues (Extra Marital affairs),20.0,,Marriage,Reported
India,Jharkhand,2015,Male,Marriage Related Issues (Non-Settlement of Marriage),5.0,,Marriage,Reported
India,Jharkhand,2015,Male,Marriage Related Issues (Others),0.0,,Marriage,Reported
India,Jharkhand,2015,Male,Other Causes,10.0,,Various,Reported
India,Jharkhand,2015,Male,"Physical Abuse (Rape, etc.)",0.0,,Various,Reported
India,Jharkhand,2015,Male,Poverty,3.0,,Various,Reported
India,Jharkhand,2015,Male,Professional/Career Problem,114.0,,Various,Reported
India,Jharkhand,2015,Male,Property Dispute,4.0,,Various,Reported
India,Jharkhand,2015,Male,Suspected/ Illicit Relation (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Jharkhand,2015,Male,Unemployment,74.0,,Various,Reported
India,Jharkhand,2015,Transgender,Bankruptcy or Indebtedness,0.0,,Various,Reported
India,Jharkhand,2015,Transgender,Causes Not Known,0.0,,Various,Reported
India,Jharkhand,2015,Transgender,Death of Dear Person,0.0,,Various,Reported
India,Jharkhand,2015,Transgender,Drug Abuse/Alcoholic Addiction,0.0,,Various,Reported
India,Jharkhand,2015,Transgender,Failure in Examination,0.0,,Various,Reported
India,Jharkhand,2015,Transgender,Fall in Social Reputation,0.0,,Various,Reported
India,Jharkhand,2015,Transgender,Family Problems,0.0,,Various,Reported
India,Jharkhand,2015,Transgender,Ideological Causes/Hero Worshipping,0.0,,Various,Reported
India,Jharkhand,2015,Transgender,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Jharkhand,2015,Transgender,Illness (AIDS/STD),0.0,,Illness,Reported
India,Jharkhand,2015,Transgender,Illness (Cancer),0.0,,Illness,Reported
India,Jharkhand,2015,Transgender,Illness (Insanity/Mental illness),0.0,,Illness,Reported
India,Jharkhand,2015,Transgender,Illness (Other Prolonged Illness),0.0,,Illness,Reported
India,Jharkhand,2015,Transgender,Illness (Paralysis),0.0,,Illness,Reported
India,Jharkhand,2015,Transgender,Impotency/Infertility,0.0,,Various,Reported
India,Jharkhand,2015,Transgender,Love Affairs,0.0,,Various,Reported
India,Jharkhand,2015,Transgender,Marriage Related Issues (Divorce),0.0,,Marriage,Reported
India,Jharkhand,2015,Transgender,Marriage Related Issues (Dowry Related Issues),0.0,,Marriage,Reported
India,Jharkhand,2015,Transgender,Marriage Related Issues (Extra Marital affairs),0.0,,Marriage,Reported
India,Jharkhand,2015,Transgender,Marriage Related Issues (Non-Settlement of Marriage),0.0,,Marriage,Reported
India,Jharkhand,2015,Transgender,Marriage Related Issues (Others),0.0,,Marriage,Reported
India,Jharkhand,2015,Transgender,Other Causes,0.0,,Various,Reported
India,Jharkhand,2015,Transgender,"Physical Abuse (Rape, etc.)",0.0,,Various,Reported
India,Jharkhand,2015,Transgender,Poverty,0.0,,Various,Reported
India,Jharkhand,2015,Transgender,Professional/Career Problem,0.0,,Various,Reported
India,Jharkhand,2015,Transgender,Property Dispute,0.0,,Various,Reported
India,Jharkhand,2015,Transgender,Suspected/ Illicit Relation (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Jharkhand,2015,Transgender,Unemployment,0.0,,Various,Reported
India,Karnataka,2015,Female,Bankruptcy or Indebtedness,23.0,,Various,Reported
India,Karnataka,2015,Female,Causes Not Known,338.0,,Various,Reported
India,Karnataka,2015,Female,Death of Dear Person,43.0,,Various,Reported
India,Karnataka,2015,Female,Drug Abuse/Alcoholic Addiction,2.0,,Various,Reported
India,Karnataka,2015,Female,Failure in Examination,123.0,,Various,Reported
India,Karnataka,2015,Female,Fall in Social Reputation,13.0,,Various,Reported
India,Karnataka,2015,Female,Family Problems,686.0,,Various,Reported
India,Karnataka,2015,Female,Ideological Causes/Hero Worshipping,0.0,,Various,Reported
India,Karnataka,2015,Female,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Karnataka,2015,Female,Illness (AIDS/STD),5.0,,Illness,Reported
India,Karnataka,2015,Female,Illness (Cancer),5.0,,Illness,Reported
India,Karnataka,2015,Female,Illness (Insanity/Mental illness),169.0,,Illness,Reported
India,Karnataka,2015,Female,Illness (Other Prolonged Illness),460.0,,Illness,Reported
India,Karnataka,2015,Female,Illness (Paralysis),17.0,,Illness,Reported
India,Karnataka,2015,Female,Impotency/Infertility,32.0,,Various,Reported
India,Karnataka,2015,Female,Love Affairs,123.0,,Various,Reported
India,Karnataka,2015,Female,Marriage Related Issues (Divorce),5.0,,Marriage,Reported
India,Karnataka,2015,Female,Marriage Related Issues (Dowry Related Issues),35.0,,Marriage,Reported
India,Karnataka,2015,Female,Marriage Related Issues (Extra Marital affairs),11.0,,Marriage,Reported
India,Karnataka,2015,Female,Marriage Related Issues (Non-Settlement of Marriage),23.0,,Marriage,Reported
India,Karnataka,2015,Female,Marriage Related Issues (Others),102.0,,Marriage,Reported
India,Karnataka,2015,Female,Other Causes,1054.0,,Various,Reported
India,Karnataka,2015,Female,"Physical Abuse (Rape, etc.)",0.0,,Various,Reported
India,Karnataka,2015,Female,Poverty,0.0,,Various,Reported
India,Karnataka,2015,Female,Professional/Career Problem,14.0,,Various,Reported
India,Karnataka,2015,Female,Property Dispute,26.0,,Various,Reported
India,Karnataka,2015,Female,Suspected/ Illicit Relation (Other than Extra Marital Affairs),7.0,,Various,Reported
India,Karnataka,2015,Female,Unemployment,16.0,,Various,Reported
India,Karnataka,2015,Male,Bankruptcy or Indebtedness,1063.0,,Various,Reported
India,Karnataka,2015,Male,Causes Not Known,590.0,,Various,Reported
India,Karnataka,2015,Male,Death of Dear Person,57.0,,Various,Reported
India,Karnataka,2015,Male,Drug Abuse/Alcoholic Addiction,92.0,,Various,Reported
India,Karnataka,2015,Male,Failure in Examination,159.0,,Various,Reported
India,Karnataka,2015,Male,Fall in Social Reputation,22.0,,Various,Reported
India,Karnataka,2015,Male,Family Problems,1290.0,,Various,Reported
India,Karnataka,2015,Male,Ideological Causes/Hero Worshipping,1.0,,Various,Reported
India,Karnataka,2015,Male,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Karnataka,2015,Male,Illness (AIDS/STD),12.0,,Illness,Reported
India,Karnataka,2015,Male,Illness (Cancer),20.0,,Illness,Reported
India,Karnataka,2015,Male,Illness (Insanity/Mental illness),273.0,,Illness,Reported
India,Karnataka,2015,Male,Illness (Other Prolonged Illness),746.0,,Illness,Reported
India,Karnataka,2015,Male,Illness (Paralysis),36.0,,Illness,Reported
India,Karnataka,2015,Male,Impotency/Infertility,3.0,,Various,Reported
India,Karnataka,2015,Male,Love Affairs,178.0,,Various,Reported
India,Karnataka,2015,Male,Marriage Related Issues (Divorce),6.0,,Marriage,Reported
India,Karnataka,2015,Male,Marriage Related Issues (Dowry Related Issues),3.0,,Marriage,Reported
India,Karnataka,2015,Male,Marriage Related Issues (Extra Marital affairs),7.0,,Marriage,Reported
India,Karnataka,2015,Male,Marriage Related Issues (Non-Settlement of Marriage),21.0,,Marriage,Reported
India,Karnataka,2015,Male,Marriage Related Issues (Others),149.0,,Marriage,Reported
India,Karnataka,2015,Male,Other Causes,2329.0,,Various,Reported
India,Karnataka,2015,Male,"Physical Abuse (Rape, etc.)",0.0,,Various,Reported
India,Karnataka,2015,Male,Poverty,0.0,,Various,Reported
India,Karnataka,2015,Male,Professional/Career Problem,91.0,,Various,Reported
India,Karnataka,2015,Male,Property Dispute,141.0,,Various,Reported
India,Karnataka,2015,Male,Suspected/ Illicit Relation (Other than Extra Marital Affairs),15.0,,Various,Reported
India,Karnataka,2015,Male,Unemployment,150.0,,Various,Reported
India,Karnataka,2015,Transgender,Bankruptcy or Indebtedness,0.0,,Various,Reported
India,Karnataka,2015,Transgender,Causes Not Known,0.0,,Various,Reported
India,Karnataka,2015,Transgender,Death of Dear Person,0.0,,Various,Reported
India,Karnataka,2015,Transgender,Drug Abuse/Alcoholic Addiction,0.0,,Various,Reported
India,Karnataka,2015,Transgender,Failure in Examination,0.0,,Various,Reported
India,Karnataka,2015,Transgender,Fall in Social Reputation,0.0,,Various,Reported
India,Karnataka,2015,Transgender,Family Problems,0.0,,Various,Reported
India,Karnataka,2015,Transgender,Ideological Causes/Hero Worshipping,0.0,,Various,Reported
India,Karnataka,2015,Transgender,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Karnataka,2015,Transgender,Illness (AIDS/STD),0.0,,Illness,Reported
India,Karnataka,2015,Transgender,Illness (Cancer),0.0,,Illness,Reported
India,Karnataka,2015,Transgender,Illness (Insanity/Mental illness),0.0,,Illness,Reported
India,Karnataka,2015,Transgender,Illness (Other Prolonged Illness),0.0,,Illness,Reported
India,Karnataka,2015,Transgender,Illness (Paralysis),0.0,,Illness,Reported
India,Karnataka,2015,Transgender,Impotency/Infertility,0.0,,Various,Reported
India,Karnataka,2015,Transgender,Love Affairs,0.0,,Various,Reported
India,Karnataka,2015,Transgender,Marriage Related Issues (Divorce),0.0,,Marriage,Reported
India,Karnataka,2015,Transgender,Marriage Related Issues (Dowry Related Issues),0.0,,Marriage,Reported
India,Karnataka,2015,Transgender,Marriage Related Issues (Extra Marital affairs),0.0,,Marriage,Reported
India,Karnataka,2015,Transgender,Marriage Related Issues (Non-Settlement of Marriage),0.0,,Marriage,Reported
India,Karnataka,2015,Transgender,Marriage Related Issues (Others),0.0,,Marriage,Reported
India,Karnataka,2015,Transgender,Other Causes,0.0,,Various,Reported
India,Karnataka,2015,Transgender,"Physical Abuse (Rape, etc.)",0.0,,Various,Reported
India,Karnataka,2015,Transgender,Poverty,0.0,,Various,Reported
India,Karnataka,2015,Transgender,Professional/Career Problem,0.0,,Various,Reported
India,Karnataka,2015,Transgender,Property Dispute,0.0,,Various,Reported
India,Karnataka,2015,Transgender,Suspected/ Illicit Relation (Other than Extra Marital Affairs),0.0,,Various,Reported
India,Karnataka,2015,Transgender,Unemployment,0.0,,Various,Reported
India,Kerala,2015,Female,Bankruptcy or Indebtedness,14.0,,Various,Reported
India,Kerala,2015,Female,Causes Not Known,94.0,,Various,Reported
India,Kerala,2015,Female,Death of Dear Person,38.0,,Various,Reported
India,Kerala,2015,Female,Drug Abuse/Alcoholic Addiction,4.0,,Various,Reported
India,Kerala,2015,Female,Failure in Examination,40.0,,Various,Reported
India,Kerala,2015,Female,Fall in Social Reputation,10.0,,Various,Reported
India,Kerala,2015,Female,Family Problems,714.0,,Various,Reported
India,Kerala,2015,Female,Ideological Causes/Hero Worshipping,0.0,,Various,Reported
India,Kerala,2015,Female,Illegitimate Pregnancy (Other than Extra Marital Affairs),2.0,,Various,Reported
India,Kerala,2015,Female,Illness (AIDS/STD),0.0,,Illness,Reported
India,Kerala,2015,Female,Illness (Cancer),26.0,,Illness,Reported
India,Kerala,2015,Female,Illness (Insanity/Mental illness),223.0,,Illness,Reported
India,Kerala,2015,Female,Illness (Other Prolonged Illness),278.0,,Illness,Reported
India,Kerala,2015,Female,Illness (Paralysis),11.0,,Illness,Reported
India,Kerala,2015,Female,Impotency/Infertility,5.0,,Various,Reported
