Country,State,Year,Gender,Social Status,"Number Of Suicides (UOM:Number), Scaling Factor:1"
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2018",Transgender,Separated,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2018",Transgender,Others,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2018",Transgender,Status not known,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Un-Married,655
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Married,2745
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Widowed/Widower,54
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Divorce,2
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Separated,54
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Others,61
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Status not known,180
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Un-Married,317
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Married,1119
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Widowed/Widower,34
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Divorce,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Separated,30
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Others,30
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Status not known,36
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Transgender,Un-Married,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Transgender,Married,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Transgender,Widowed/Widower,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Transgender,Divorce,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Transgender,Separated,1
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Transgender,Others,1
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Transgender,Status not known,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Un-Married,33
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Married,40
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Widowed/Widower,1
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Divorce,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Separated,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Others,13
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Status not known,9
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Un-Married,18
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Married,13
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Widowed/Widower,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Divorce,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Separated,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Others,2
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Status not known,3
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Transgender,Un-Married,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Transgender,Married,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Transgender,Widowed/Widower,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Transgender,Divorce,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Transgender,Separated,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Transgender,Others,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Transgender,Status not known,0
India,Assam,"Calendar Year (Jan - Dec), 2018",Male,Un-Married,443
India,Assam,"Calendar Year (Jan - Dec), 2018",Male,Married,1023
India,Assam,"Calendar Year (Jan - Dec), 2018",Male,Widowed/Widower,19
India,Assam,"Calendar Year (Jan - Dec), 2018",Male,Divorce,23
India,Assam,"Calendar Year (Jan - Dec), 2018",Male,Separated,15
India,Assam,"Calendar Year (Jan - Dec), 2018",Male,Others,132
India,Assam,"Calendar Year (Jan - Dec), 2018",Male,Status not known,21
India,Assam,"Calendar Year (Jan - Dec), 2018",Female,Un-Married,186
India,Assam,"Calendar Year (Jan - Dec), 2018",Female,Married,455
India,Assam,"Calendar Year (Jan - Dec), 2018",Female,Widowed/Widower,11
India,Assam,"Calendar Year (Jan - Dec), 2018",Female,Divorce,16
India,Assam,"Calendar Year (Jan - Dec), 2018",Female,Separated,2
India,Assam,"Calendar Year (Jan - Dec), 2018",Female,Others,30
India,Assam,"Calendar Year (Jan - Dec), 2018",Female,Status not known,3
India,Assam,"Calendar Year (Jan - Dec), 2018",Transgender,Un-Married,0
India,Assam,"Calendar Year (Jan - Dec), 2018",Transgender,Married,0
India,Assam,"Calendar Year (Jan - Dec), 2018",Transgender,Widowed/Widower,0
India,Assam,"Calendar Year (Jan - Dec), 2018",Transgender,Divorce,0
India,Assam,"Calendar Year (Jan - Dec), 2018",Transgender,Separated,0
India,Assam,"Calendar Year (Jan - Dec), 2018",Transgender,Others,0
India,Assam,"Calendar Year (Jan - Dec), 2018",Transgender,Status not known,0
India,Bihar,"Calendar Year (Jan - Dec), 2018",Male,Un-Married,131
India,Bihar,"Calendar Year (Jan - Dec), 2018",Male,Married,107
India,Bihar,"Calendar Year (Jan - Dec), 2018",Male,Widowed/Widower,2
India,Bihar,"Calendar Year (Jan - Dec), 2018",Male,Divorce,2
India,Bihar,"Calendar Year (Jan - Dec), 2018",Male,Separated,0
India,Bihar,"Calendar Year (Jan - Dec), 2018",Male,Others,13
India,Bihar,"Calendar Year (Jan - Dec), 2018",Male,Status not known,3
India,Bihar,"Calendar Year (Jan - Dec), 2018",Female,Un-Married,73
India,Bihar,"Calendar Year (Jan - Dec), 2018",Female,Married,90
India,Bihar,"Calendar Year (Jan - Dec), 2018",Female,Widowed/Widower,6
India,Bihar,"Calendar Year (Jan - Dec), 2018",Female,Divorce,13
India,Bihar,"Calendar Year (Jan - Dec), 2018",Female,Separated,0
India,Bihar,"Calendar Year (Jan - Dec), 2018",Female,Others,3
India,Bihar,"Calendar Year (Jan - Dec), 2018",Female,Status not known,0
India,Bihar,"Calendar Year (Jan - Dec), 2018",Transgender,Un-Married,0
India,Bihar,"Calendar Year (Jan - Dec), 2018",Transgender,Married,0
India,Bihar,"Calendar Year (Jan - Dec), 2018",Transgender,Widowed/Widower,0
India,Bihar,"Calendar Year (Jan - Dec), 2018",Transgender,Divorce,0
India,Bihar,"Calendar Year (Jan - Dec), 2018",Transgender,Separated,0
India,Bihar,"Calendar Year (Jan - Dec), 2018",Transgender,Others,0
India,Bihar,"Calendar Year (Jan - Dec), 2018",Transgender,Status not known,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Male,Un-Married,49
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Male,Married,69
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Male,Widowed/Widower,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Male,Divorce,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Male,Separated,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Male,Others,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Male,Status not known,2
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Female,Un-Married,12
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Female,Married,27
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Female,Widowed/Widower,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Female,Divorce,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Female,Separated,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Female,Others,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Female,Status not known,1
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Transgender,Un-Married,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Transgender,Married,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Transgender,Widowed/Widower,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Transgender,Divorce,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Transgender,Separated,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Transgender,Others,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Transgender,Status not known,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Male,Un-Married,1313
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Male,Married,3252
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Male,Widowed/Widower,153
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Male,Divorce,8
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Male,Separated,2
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Male,Others,212
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Male,Status not known,39
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Female,Un-Married,691
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Female,Married,1242
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Female,Widowed/Widower,62
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Female,Divorce,4
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Female,Separated,1
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Female,Others,51
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Female,Status not known,16
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Transgender,Un-Married,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Transgender,Married,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Transgender,Widowed/Widower,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Transgender,Divorce,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Transgender,Separated,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Transgender,Others,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Transgender,Status not known,0
India,Goa,"Calendar Year (Jan - Dec), 2018",Male,Un-Married,74
India,Goa,"Calendar Year (Jan - Dec), 2018",Male,Married,108
India,Goa,"Calendar Year (Jan - Dec), 2018",Male,Widowed/Widower,1
India,Goa,"Calendar Year (Jan - Dec), 2018",Male,Divorce,0
India,Goa,"Calendar Year (Jan - Dec), 2018",Male,Separated,1
India,Goa,"Calendar Year (Jan - Dec), 2018",Male,Others,0
India,Goa,"Calendar Year (Jan - Dec), 2018",Male,Status not known,11
India,Goa,"Calendar Year (Jan - Dec), 2018",Female,Un-Married,17
India,Goa,"Calendar Year (Jan - Dec), 2018",Female,Married,40
India,Goa,"Calendar Year (Jan - Dec), 2018",Female,Widowed/Widower,2
India,Goa,"Calendar Year (Jan - Dec), 2018",Female,Divorce,0
India,Goa,"Calendar Year (Jan - Dec), 2018",Female,Separated,0
India,Goa,"Calendar Year (Jan - Dec), 2018",Female,Others,0
India,Goa,"Calendar Year (Jan - Dec), 2018",Female,Status not known,2
India,Goa,"Calendar Year (Jan - Dec), 2018",Transgender,Un-Married,0
India,Goa,"Calendar Year (Jan - Dec), 2018",Transgender,Married,0
India,Goa,"Calendar Year (Jan - Dec), 2018",Transgender,Widowed/Widower,0
India,Goa,"Calendar Year (Jan - Dec), 2018",Transgender,Divorce,0
India,Goa,"Calendar Year (Jan - Dec), 2018",Transgender,Separated,0
India,Goa,"Calendar Year (Jan - Dec), 2018",Transgender,Others,0
India,Goa,"Calendar Year (Jan - Dec), 2018",Transgender,Status not known,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Male,Un-Married,1122
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Male,Married,3782
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Male,Widowed/Widower,120
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Male,Divorce,54
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Male,Separated,45
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Male,Others,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Male,Status not known,87
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Female,Un-Married,651
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Female,Married,1782
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Female,Widowed/Widower,87
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Female,Divorce,36
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Female,Separated,13
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Female,Others,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Female,Status not known,14
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Transgender,Un-Married,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Transgender,Married,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Transgender,Widowed/Widower,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Transgender,Divorce,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Transgender,Separated,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Transgender,Others,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Transgender,Status not known,0
India,Haryana,"Calendar Year (Jan - Dec), 2018",Male,Un-Married,626
India,Haryana,"Calendar Year (Jan - Dec), 2018",Male,Married,1937
India,Haryana,"Calendar Year (Jan - Dec), 2018",Male,Widowed/Widower,70
India,Haryana,"Calendar Year (Jan - Dec), 2018",Male,Divorce,27
India,Haryana,"Calendar Year (Jan - Dec), 2018",Male,Separated,12
India,Haryana,"Calendar Year (Jan - Dec), 2018",Male,Others,47
India,Haryana,"Calendar Year (Jan - Dec), 2018",Male,Status not known,63
India,Haryana,"Calendar Year (Jan - Dec), 2018",Female,Un-Married,189
India,Haryana,"Calendar Year (Jan - Dec), 2018",Female,Married,526
India,Haryana,"Calendar Year (Jan - Dec), 2018",Female,Widowed/Widower,19
India,Haryana,"Calendar Year (Jan - Dec), 2018",Female,Divorce,5
India,Haryana,"Calendar Year (Jan - Dec), 2018",Female,Separated,0
India,Haryana,"Calendar Year (Jan - Dec), 2018",Female,Others,14
India,Haryana,"Calendar Year (Jan - Dec), 2018",Female,Status not known,12
India,Haryana,"Calendar Year (Jan - Dec), 2018",Transgender,Un-Married,0
India,Haryana,"Calendar Year (Jan - Dec), 2018",Transgender,Married,0
India,Haryana,"Calendar Year (Jan - Dec), 2018",Transgender,Widowed/Widower,0
India,Haryana,"Calendar Year (Jan - Dec), 2018",Transgender,Divorce,0
India,Haryana,"Calendar Year (Jan - Dec), 2018",Transgender,Separated,0
India,Haryana,"Calendar Year (Jan - Dec), 2018",Transgender,Others,0
India,Haryana,"Calendar Year (Jan - Dec), 2018",Transgender,Status not known,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Un-Married,164
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Married,320
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Widowed/Widower,6
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Divorce,1
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Separated,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Others,2
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Status not known,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Un-Married,83
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Married,161
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Widowed/Widower,3
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Divorce,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Separated,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Others,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Status not known,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Transgender,Un-Married,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Transgender,Married,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Transgender,Widowed/Widower,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Transgender,Divorce,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Transgender,Separated,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Transgender,Others,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Transgender,Status not known,0
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Male,Un-Married,60.53629505933211163070
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Male,Married,70.30021361728890382920
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Male,Widowed/Widower,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Male,Divorce,0.97639185579567921985
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Male,Separated,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Male,Others,18.55144526011790517715
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Male,Status not known,0.97639185579567921985
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Female,Un-Married,88.20714803867066209230
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Female,Married,59.78484478176567097367
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Female,Widowed/Widower,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Female,Divorce,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Female,Separated,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Female,Others,17.64142960773413241846
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Female,Status not known,5.88047653591137747282
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Transgender,Un-Married,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Transgender,Married,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Transgender,Widowed/Widower,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Transgender,Divorce,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Transgender,Separated,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Transgender,Others,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Transgender,Status not known,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Male,Un-Married,351
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Male,Married,499
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Male,Widowed/Widower,21
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Male,Divorce,13
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Male,Separated,8
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Male,Others,7
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Male,Status not known,10
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Female,Un-Married,149
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Female,Married,237
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Female,Widowed/Widower,9
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Female,Divorce,7
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Female,Separated,2
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Female,Others,1
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Female,Status not known,3
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Transgender,Un-Married,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Transgender,Married,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Transgender,Widowed/Widower,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Transgender,Divorce,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Transgender,Separated,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Transgender,Others,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Transgender,Status not known,0
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Male,Un-Married,1753
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Male,Married,6348
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Male,Widowed/Widower,91
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Male,Divorce,24
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Male,Separated,19
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Male,Others,81
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Male,Status not known,99
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Female,Un-Married,693
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Female,Married,2272
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Female,Widowed/Widower,77
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Female,Divorce,21
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Female,Separated,4
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Female,Others,33
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Female,Status not known,43
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Transgender,Un-Married,3
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Transgender,Married,0
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Transgender,Widowed/Widower,0
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Transgender,Divorce,0
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Transgender,Separated,0
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Transgender,Others,0
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Transgender,Status not known,0
India,Kerala,"Calendar Year (Jan - Dec), 2018",Male,Un-Married,947
India,Kerala,"Calendar Year (Jan - Dec), 2018",Male,Married,5100
India,Kerala,"Calendar Year (Jan - Dec), 2018",Male,Widowed/Widower,106
India,Kerala,"Calendar Year (Jan - Dec), 2018",Male,Divorce,74
India,Kerala,"Calendar Year (Jan - Dec), 2018",Male,Separated,83
India,Kerala,"Calendar Year (Jan - Dec), 2018",Male,Others,44
India,Kerala,"Calendar Year (Jan - Dec), 2018",Male,Status not known,10
India,Kerala,"Calendar Year (Jan - Dec), 2018",Female,Un-Married,355
India,Kerala,"Calendar Year (Jan - Dec), 2018",Female,Married,1366
India,Kerala,"Calendar Year (Jan - Dec), 2018",Female,Widowed/Widower,64
India,Kerala,"Calendar Year (Jan - Dec), 2018",Female,Divorce,45
India,Kerala,"Calendar Year (Jan - Dec), 2018",Female,Separated,21
India,Kerala,"Calendar Year (Jan - Dec), 2018",Female,Others,22
India,Kerala,"Calendar Year (Jan - Dec), 2018",Female,Status not known,0
India,Kerala,"Calendar Year (Jan - Dec), 2018",Transgender,Un-Married,0
India,Kerala,"Calendar Year (Jan - Dec), 2018",Transgender,Married,0
India,Kerala,"Calendar Year (Jan - Dec), 2018",Transgender,Widowed/Widower,0
India,Kerala,"Calendar Year (Jan - Dec), 2018",Transgender,Divorce,0
India,Kerala,"Calendar Year (Jan - Dec), 2018",Transgender,Separated,0
India,Kerala,"Calendar Year (Jan - Dec), 2018",Transgender,Others,0
India,Kerala,"Calendar Year (Jan - Dec), 2018",Transgender,Status not known,0
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Male,Un-Married,1.46370494066788836930
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Male,Married,1.69978638271109617080
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Male,Widowed/Widower,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Male,Divorce,0.02360814420432078015
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Male,Separated,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Male,Others,0.44855473988209482285
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Male,Status not known,0.02360814420432078015
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Female,Un-Married,1.79285196132933790770
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Female,Married,1.21515521823432902633
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Female,Widowed/Widower,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Female,Divorce,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Female,Separated,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Female,Others,0.35857039226586758154
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Female,Status not known,0.11952346408862252718
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Transgender,Un-Married,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Transgender,Married,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Transgender,Widowed/Widower,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Transgender,Divorce,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Transgender,Separated,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Transgender,Others,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Transgender,Status not known,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Male,Un-Married,2
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Male,Married,1
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Male,Widowed/Widower,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Male,Divorce,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Male,Separated,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Male,Others,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Male,Status not known,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Female,Un-Married,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Female,Married,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Female,Widowed/Widower,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Female,Divorce,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Female,Separated,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Female,Others,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Female,Status not known,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Transgender,Un-Married,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Transgender,Married,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Transgender,Widowed/Widower,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Transgender,Divorce,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Transgender,Separated,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Transgender,Others,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Transgender,Status not known,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Un-Married,1729
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Married,5504
